term,idf
дополненноя,4.605170
дополнительно,1.966113
дополнительноя,2.659260
дополнительныи,2.995732
дополнительный,0.891598
дополнять,1.832581
дополняться,3.912023
допускать,1.966113
допускаться,2.525729
допускающии,4.605170
допустимый,2.120264
допустимыя,3.912023
допущение,3.506558
допы,0.653926
дора,3.912023
доработанныи,3.912023
доран,4.605170
дореволюционноя,3.912023
дореволюционныи,4.605170
дореволюционный,4.605170
дорида,4.605170
доридой,4.605170
дорииский,4.605170
дорииския,4.605170
дориица,4.605170
дориицев,3.912023
дорио,4.605170
дорион,4.605170
дорический,4.605170
дорическия,4.605170
дорога,1.514128
дорого,3.912023
дороговизна,3.506558
дорогой,2.207275
дорогостоящей,3.912023
дорогостоящий,3.218876
дорогоя,2.995732
дородный,4.605170
дорожка,3.912023
дорожноя,3.912023
дорожныи,4.605170
дорожный,2.040221
дорота,4.605170
дорохов,4.605170
дорян,4.605170
доска,2.659260
дословно,4.605170
доспехи,4.605170
досрочный,4.605170
доставать,4.605170
доставаться,3.912023
доставка,3.218876
доставление,4.605170
доставлять,3.506558
доставляться,4.605170
доставшеисеться,4.605170
доставшиисеться,4.605170
достаток,4.605170
достаточно,0.755023
достаточной,2.525729
достаточныи,4.605170
достаточный,2.207275
достигать,0.733969
достигаться,2.120264
достигнутоя,4.605170
достигшея,4.605170
достигшия,4.605170
достижение,1.078810
достоверно,3.506558
достоверность,2.995732
достоверноя,4.605170
достоверныи,4.605170
достоверный,2.813411
достоин,3.506558
достоинай,4.605170
достоиноя,4.605170
достоинство,1.897120
достойный,4.605170
достояние,3.912023
достраивать,3.912023
доступ,2.207275
доступность,2.995732
доступноя,3.218876
доступныи,3.506558
доступный,1.714798
досуг,4.605170
досье,4.605170
дотрагиваться,4.605170
доход,2.120264
доходить,1.966113
дохристианскои,4.605170
дочерея,4.605170
дочерний,3.912023
дочь,3.912023
дошедшия,4.605170
дпт,3.912023
драгоманов,4.605170
драгоценныи,4.605170
драгоценный,2.995732
драивер,3.912023
драиверов,4.605170
дракон,4.605170
драма,4.605170
драматический,3.912023
драть,4.605170
дрг,4.605170
древесина,2.659260
древесноугольноя,4.605170
древесныи,3.218876
древесный,3.218876
древневавилонский,4.605170
древневосточный,4.605170
древнегреческий,2.302585
древнегреческия,3.218876
древнегреческои,2.659260
древнеевреискать,4.605170
древнеевреиский,3.912023
древнеевреискои,4.605170
древнеегипетский,3.506558
древнеегипетския,4.605170
древнеиндииский,4.605170
древнеишея,3.506558
древнеишие,2.995732
древнеишимь,4.605170
древнеиших,2.525729
древнемакедонский,4.605170
древнеримский,3.506558
древнеримскои,3.912023
древнерусский,3.912023
древнерусскои,4.605170
древнея,2.525729
древнии,3.218876
древний,1.309333
древностей,4.605170
древность,2.407946
дрезден,3.912023
дреифа,4.605170
дреифовый,4.605170
дрель,4.605170
дренажный,4.605170
дренте,4.605170
дреслер,4.605170
дрессированный,4.605170
дрецк,4.605170
дробей,4.605170
дробилка,4.605170
дробильный,4.605170
дробить,4.605170
дробиться,4.605170
дробление,2.813411
дробовой,3.912023
дробь,3.912023
дрова,2.995732
дрожащии,4.605170
дрозд,4.605170
дроид,4.605170
дронов,3.912023
дросселей,4.605170
дросселирование,4.605170
дросселировать,3.912023
дроссель,3.912023
дроссельноя,4.605170
дроссельный,4.605170
дрофа,4.605170
друг,1.078810
другой,0.083382
другоя,0.634878
друд,4.605170
дружественность,4.605170
дружественныи,4.605170
друз,4.605170
друкер,4.605170
дрымба,4.605170
дтп,3.912023
ду,4.605170
дуализм,3.218876
дуалистичной,4.605170
дуант,4.605170
дуанта,4.605170
дубай,4.605170
дубинин,4.605170
дубление,4.605170
дублирование,4.605170
дублировать,4.605170
дублирующей,4.605170
дублирующии,4.605170
дубовицкиа,4.605170
дубровския,4.605170
дуга,3.218876
дугальд,4.605170
дуглас,4.605170
дуговой,3.218876
дудка,4.605170
дудук,4.605170
дуисбург,4.605170
дук,4.605170
думать,3.218876
думбек,4.605170
думка,3.912023
дунаиский,4.605170
дунай,3.218876
дункан,4.605170
дупликация,4.605170
дура,4.605170
дус,4.605170
дутье,3.912023
дутьевой,4.605170
дух,2.995732
духовенство,4.605170
духовка,4.605170
духовноя,3.912023
духовныи,4.605170
духовный,3.218876
духовой,3.912023
духоход,4.605170
душа,3.218876
душанбе,4.605170
душоя,4.605170
дуэль,4.605170
дуэнос,4.605170
дуэт,4.605170
дхарма,4.605170
дшхунян,4.605170
дщица,4.605170
дыдынский,4.605170
дым,4.605170
дымление,4.605170
дымовой,3.506558
дыра,3.912023
дырка,3.506558
дырочный,4.605170
дьяконов,4.605170
дьячок,4.605170
дэвенпорт,3.912023
дэвид,3.912023
дэвис,3.506558
дэниел,4.605170
дю,3.218876
